standard,module,type_name,path,leaf_name,range,cardinality,definition
mits,lease-application,Reference,Reference/ReferenceType,ReferenceType,ReferenceType,required,
mits,lease-application,Residence,Residence/Address,Address,AddressType,required,
mits,lease-application,Residence,Residence/Landlord,Landlord,PersonType,optional,
mits,lease-application,Residence,Residence/ManagementCompany,ManagementCompany,CompanyType,optional,
mits,lease-application,Residence,Residence/MoveInDate,MoveInDate,xs:date,optional,
mits,lease-application,Residence,Residence/MoveOutDate,MoveOutDate,xs:date,optional,
mits,lease-application,Residence,Residence/Rent,Rent,MITS-Currency,optional,
mits,lease-application,Salary,Salary/Amount,Amount,MITS-Currency,required,
mits,lease-application,Salary,Salary/Frequency,Frequency,Frequency,required,
mits,lease-application,Signature,Signature/Date,Date,xs:date,optional,
mits,lease-application,Signature,Signature/Description,Description,xs:string,optional,
mits,lease-application,Signature,Signature/HardCopyExists,HardCopyExists,xs:boolean,optional,
mits,lease-application,Signature,Signature/IsLandlord,IsLandlord,xs:boolean,optional,
mits,lease-application,Signature,Signature/Reference,Reference,xs:anyURI,optional,
mits,lease-application,Tenant,Tenant/BirthDate,BirthDate,xs:date,optional,
mits,lease-application,Tenant,Tenant/CriminalBackground,CriminalBackground,CriminalBackground,optional,
mits,lease-application,Tenant,Tenant/Finances,Finances,Finances,optional,
mits,lease-application,Tenant,Tenant/GuarantorFor,GuarantorFor,IdentificationType,optional,
mits,lease-application,Tenant,Tenant/Name,Name,Name,required,
mits,lease-application,Tenant,Tenant/PersonalID,PersonalID,PersonalID,repeating,
mits,lease-application,Tenant,Tenant/Phone,Phone,PhoneType,repeating,
mits,lease-application,Tenant,Tenant/Residence,Residence,Residence,repeating,
mits,lease-application,Tenant,Tenant/ResidentType,ResidentType,ResidentType,optional,
mits,lease-application,Tenant,Tenant/Spouse,Spouse,IdentificationType,optional,
mits,lease-application,UnitType,UnitType/Address,Address,AddressType,repeating,
mits,lease-application,UnitType,UnitType/BuildingName,BuildingName,StringMax50Type,optional,
mits,lease-application,UnitType,UnitType/FloorplanName,FloorplanName,StringMax50Type,optional,
mits,lease-application,UnitType,UnitType/MarketRent,MarketRent,Decimal7Digits2Fraction,optional,
mits,lease-application,UnitType,UnitType/MarketingName,MarketingName,StringMax120Type,optional,
mits,lease-application,UnitType,UnitType/MaxSquareFeet,MaxSquareFeet,Integer5Digit,optional,
mits,lease-application,UnitType,UnitType/MinSquareFeet,MinSquareFeet,Integer5Digit,optional,
mits,lease-application,UnitType,UnitType/NumberOccupants,NumberOccupants,CurrentNumberOccupantsType,optional,
mits,lease-application,UnitType,UnitType/PhaseName,PhaseName,StringMax50Type,optional,
mits,lease-application,UnitType,UnitType/SquareFootType,SquareFootType,UnitSqftInfo,optional,
mits,lease-application,UnitType,UnitType/UnitBathrooms,UnitBathrooms,Decimal4Digits2Fraction,optional,
mits,lease-application,UnitType,UnitType/UnitBedrooms,UnitBedrooms,Decimal4Digits2Fraction,optional,
mits,lease-application,UnitType,UnitType/UnitEconomicStatus,UnitEconomicStatus,UnitEconStatusInfo,optional,
mits,lease-application,UnitType,UnitType/UnitEconomicStatusDescription,UnitEconomicStatusDescription,StringMax100Type,optional,
mits,lease-application,UnitType,UnitType/UnitLeasedStatus,UnitLeasedStatus,UnitLeaseStatusInfo,optional,
mits,lease-application,UnitType,UnitType/UnitLeasedStatusDescription,UnitLeasedStatusDescription,StringMax100Type,optional,
mits,lease-application,UnitType,UnitType/UnitOccupancyStatus,UnitOccupancyStatus,UnitOccpStatusInfo,optional,
mits,lease-application,UnitType,UnitType/UnitRent,UnitRent,Decimal7Digits2Fraction,optional,
mits,lease-application,UnitType,UnitType/UnitType,UnitType,StringMax50Type,optional,
mits,lease-application,UnitsType,UnitsType/Unit,Unit,UnitType,repeating,
mits,lease-application,Utilities,Utilities/Utility,Utility,Utility,repeating,
mits,lease-application,Utility,Utility/CommonArea,CommonArea,UtilityCommonArea,optional,
mits,lease-application,Utility,Utility/Description,Description,xs:string,optional,
mits,lease-application,Utility,Utility/Metering,Metering,UtilityMetering,optional,
mits,lease-application,Utility,Utility/Name,Name,xs:string,optional,
mits,lease-application,Utility,Utility/PaidToCompany,PaidToCompany,CompanyType,optional,
mits,lease-application,Utility,Utility/PaidToLandlord,PaidToLandlord,NoContent,optional,
mits,lease-application,Utility,Utility/Responsibility,Responsibility,UtilityResponsibility,required,
mits,lease-application,Utility,Utility/UtilityType,UtilityType,UtilityType,repeating,
mits,lease-application,Vehicle,Vehicle/Color,Color,xs:string,optional,
mits,lease-application,Vehicle,Vehicle/LicenseNumber,LicenseNumber,xs:string,optional,
mits,lease-application,Vehicle,Vehicle/LicenseState,LicenseState,xs:string,optional,
mits,lease-application,Vehicle,Vehicle/Make,Make,xs:string,optional,
mits,lease-application,Vehicle,Vehicle/Model,Model,xs:string,optional,
mits,lease-application,Vehicle,Vehicle/Owner,Owner,PersonType,optional,
mits,lease-application,Vehicle,Vehicle/PermitNumber,PermitNumber,xs:string,optional,
mits,lease-application,Vehicle,Vehicle/Year,Year,xs:gYear,optional,
mits,property-marketing,AddressType,AddressType/AddressLine1,AddressLine1,StringMax100Type,optional,
mits,property-marketing,AddressType,AddressType/AddressLine2,AddressLine2,StringMax100Type,optional,
mits,property-marketing,AddressType,AddressType/AddressType,AddressType,AddressInfo,required,
mits,property-marketing,AddressType,AddressType/City,City,StringMax60Type,optional,
mits,property-marketing,AddressType,AddressType/Country,Country,StringMax50Type,optional,
mits,property-marketing,AddressType,AddressType/CountyName,CountyName,StringMax60Type,optional,
mits,property-marketing,AddressType,AddressType/Description,Description,StringMax100Type,optional,
mits,property-marketing,AddressType,AddressType/PostalCode,PostalCode,StringMax12Type,optional,
mits,property-marketing,AddressType,AddressType/Province,Province,StringMax60Type,optional,
mits,property-marketing,AddressType,AddressType/State,State,StringMax3Type,optional,
mits,property-marketing,AddressType,AddressType/UnparsedAddress,UnparsedAddress,StringMax500Type,optional,
mits,property-marketing,CharacteristicsType,CharacteristicsType/ChargeRequirement,ChargeRequirement,,required,"Included, Mandatory, Situational, Conditional, or Optional"
mits,property-marketing,CharacteristicsType,CharacteristicsType/ConditionalAppliesTo,ConditionalAppliesTo,,optional,"If the Charge Requirement is Conditional, this specifies the internal code(s) of the Charge Offer Item(s) the presence of (or any one of) will trigger the automatic inclusion of this Charge Offer Item"
mits,property-marketing,CharacteristicsType,CharacteristicsType/Lifecycle,Lifecycle,,required,The stage in the lifecycle of the resident’s lease that this item relates to.
mits,property-marketing,CharacteristicsType,CharacteristicsType/PaymentFrequency,PaymentFrequency,,required,The frequency on which the amounts specified in this item will be payable.
mits,property-marketing,CharacteristicsType,CharacteristicsType/Refundability,Refundability,,required,"Determines whether this item is never refunded, expected to be refunded (e.g. a deposit), or possibly refunded (e.g. a hold fee)."
mits,property-marketing,CharacteristicsType,CharacteristicsType/RefundabilityDescription,RefundabilityDescription,xs:string,required,Description of the terms that apply to return of deposits or refunds.
mits,property-marketing,CharacteristicsType,CharacteristicsType/RefundabilityMax,RefundabilityMax,xs:decimal,required,"The maximum monetary amount (if Refundability Max Type is amount) or percentage (if Refundability Max Type is percentage) of this fee that could be refunded. For percentages, ‘1’ = 100%."
mits,property-marketing,CharacteristicsType,CharacteristicsType/RefundabilityMaxType,RefundabilityMaxType,,required,Determines whether the maximum amount refundable is specified as an explicit amount or as a percentage of the amount paid.
mits,property-marketing,CharacteristicsType,CharacteristicsType/RefundabilityPerType,RefundabilityPerType,,optional,"Where a refundability maximum is specified, and this item Amount Per Type is either Applicant or Person, this attribute specifies whether the refundability max applies to each per-entity (i.e. per applicant/per person) or whether the max applies to the aggregate of all applicants/people."
mits,property-marketing,CharacteristicsType,CharacteristicsType/RequirementDescription,RequirementDescription,xs:string,required,Description of the conditions under which situational or optional charges will be applied.
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/Amounts,Amounts,xs:decimal,repeating,"If the Amount Basis is Fixed Amount, the list contains one specific amount. If the Amount Basis is Within Range, the list contains two amounts, the first being the lowest amount in the range and the second being the highest amount in the range. If the Amount Basis is Stepped, the list contains the amount for each subsequent item – i.e. the first amount is the price for the first occurrence, the second amount is for the second occurrence and so on. If there is no maximum number of occurrences, or if the maximum is greater than the number of amounts in the list, the last amount will be used for subsequent occurrences. Negative amounts indicate credits to the customer account (e.g. concessions). Positive amounts indicate debits (i.e. charges)."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/Duration,Duration,xs:integer,required,"The number of periods committed to, where the duration of each period is specified in the corresponding Charge Offer Item’s Payment Frequency."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/Estimate,Estimate,xs:boolean,required,"If true, this amount is an estimate, and the actual amount charged could therefore be different."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/EstimationBasis,EstimationBasis,xs:string,required,"For estimated amounts, this narratively describes the basis of the estimation, for example utility company estimate, or average for the area."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/Percentage,Percentage,xs:decimal,required,"If the Amount Basis is Percentage Of, the percentage. Negative percentages indicate credits to the customer account (e.g. concessions). Positive percentages indicate debits (i.e. charges)."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/StartTermEarliest,StartTermEarliest,xs:date,required,"If Term Basis is Specific Term, the start date of the specific term, or the earliest date in a range that the Specific Term start date lies. If omitted, any Specific Term start date preceding the Start Term Latest qualifies for this offer."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/StartTermLatest,StartTermLatest,xs:date,required,"If Term Basis is Specific Term, the latest date in a range that the Specific Term start date lies. If omitted, the Specific Term can start any time after the given Start Term Earliest. If the same as the Start Term Earliest date, then that is the only Specific Term start date on which this Charge Offer Amount applies."
mits,property-marketing,ChargeOfferAmountType,ChargeOfferAmountType/TermBasis,TermBasis,,required,Whole Lease or Specific Term.
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/AmountBasis,AmountBasis,,required,"Explicit Amount, Percentage Of, Stepped, or Within Range"
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/AmountPerPeriod,AmountPerPeriod,xs:string,required,"For fees that have an Amount Per Type of Period, what is the duration of each period."
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/AmountPerType,AmountPerType,,required,"Specifies what triggers a repeat of this charge. For example, per Unit would mean the charge is only incurred once per unit (for example, ‘monthly rent’), whereas per Person would indicate the charge is repeated for each Person using an item or taking part in an event (for example ‘overnight stay in guest suite’)."
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/ApplicableToAffordableUnits,ApplicableToAffordableUnits,,required,Indicates whether or not this specific fee applies to units that are identified as affordable. It may be omitted if there are no affordable units I the scope.
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/Characteristics,Characteristics,CharacteristicsType,required,A set of additional characteristics (or metadata) about the charge that can be used to make it easier for the resident to see specific charges and to allow pricing calculators to treat each charge appropriately.
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/ChargeOfferAmount,ChargeOfferAmount,ChargeOfferAmountType,repeating,
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/Description,Description,xs:string,required,"Description of the charge explaining what the charge is for using the operator’s preferred customer-facing language, including what the resident gets for the charge, or why they are being charged. This can also include an explanation of fees that are variable (e.g. what the variability depends upon)."
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/Group,Group,xs:string,required,"In some cases, and operator may have a preferred grouping of fees. When this is the case, this preference should be provided here using the customer-facing name of the group under which this fee would preferably be listed."
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/InternalCode,InternalCode,xs:string,optional,"The Internal Code, specific to each data publisher."
mits,property-marketing,ChargeOfferItemType,ChargeOfferItemType/ItemMaximumOccurrences,ItemMaximumOccurrences,xs:integer,required,"If this item is subject to a maximum, it should be specified here. This can be used to limit items to one, or a specific number (e.g. pet dogs might be limited to a maximum of 2). If omitted, it is assumed that there is no limit on the number of individual items of this type that can be added. If class level limits are also specified, then the lowed of the two maximums is used."
